scenario,worker_concurrency,repetition,name,queue,status,duration_ms
mixed,8,1,hr.score_candidate,heavy,succeeded,9559
mixed,8,1,hr.score_candidate,heavy,succeeded,10450
mixed,8,1,hr.score_candidate,heavy,succeeded,12324
mixed,8,1,hr.score_candidate,heavy,succeeded,14747
mixed,8,1,hr.score_candidate,heavy,succeeded,14694
mixed,8,1,hr.score_candidate,heavy,succeeded,12142
mixed,8,1,hr.score_candidate,heavy,succeeded,9850
mixed,8,1,hr.score_candidate,heavy,succeeded,10650
mixed,8,1,hr.score_candidate,heavy,succeeded,9534
mixed,8,1,hr.score_candidate,heavy,succeeded,10327
mixed,8,1,hr.score_candidate,heavy,succeeded,9138
mixed,8,1,hr.score_candidate,heavy,succeeded,8420
mixed,8,1,hr.score_candidate,heavy,succeeded,12360
mixed,8,1,hr.score_candidate,heavy,succeeded,15089
mixed,8,1,hr.score_candidate,heavy,succeeded,13053
mixed,8,1,hr.score_candidate,heavy,succeeded,13142
mixed,8,1,hr.score_candidate,heavy,succeeded,12753
mixed,8,1,hr.score_candidate,heavy,succeeded,14054
mixed,8,1,hr.score_candidate,heavy,succeeded,13991
mixed,8,1,hr.score_candidate,heavy,succeeded,12857
mixed,8,1,hr.score_candidate,heavy,succeeded,12371
mixed,8,1,hr.score_candidate,heavy,succeeded,10006
mixed,8,1,hr.score_candidate,heavy,succeeded,10146
mixed,8,1,hr.score_candidate,heavy,succeeded,10666
mixed,8,1,hr.score_candidate,heavy,succeeded,13297
mixed,8,1,hr.score_candidate,heavy,succeeded,13577
mixed,8,1,hr.score_candidate,heavy,succeeded,11656
mixed,8,1,hr.score_candidate,heavy,succeeded,13377
mixed,8,1,hr.score_candidate,heavy,succeeded,10807
mixed,8,1,hr.score_candidate,heavy,succeeded,10562
mixed,8,1,hr.score_candidate,heavy,succeeded,10896
mixed,8,1,hr.score_candidate,heavy,succeeded,26372
mixed,8,1,hr.score_candidate,heavy,succeeded,21672
mixed,8,1,hr.score_candidate,heavy,succeeded,21698
mixed,8,1,hr.score_candidate,heavy,succeeded,26500
mixed,8,1,hr.score_candidate,heavy,succeeded,25818
mixed,8,1,hr.score_candidate,heavy,succeeded,24818
mixed,8,1,hr.score_candidate,heavy,succeeded,24883
mixed,8,1,hr.score_candidate,heavy,succeeded,22965
mixed,8,1,hr.score_candidate,heavy,succeeded,13182
mixed,8,1,hr.score_candidate,heavy,succeeded,12889
mixed,8,1,hr.score_candidate,heavy,succeeded,16139
mixed,8,1,hr.score_candidate,heavy,succeeded,9078
mixed,8,1,hr.score_candidate,heavy,succeeded,10291
mixed,8,1,hr.score_candidate,heavy,succeeded,11297
mixed,8,1,hr.score_candidate,heavy,succeeded,13008
mixed,8,1,hr.score_candidate,heavy,succeeded,12462
mixed,8,1,hr.score_candidate,heavy,succeeded,12401
mixed,8,1,hr.score_candidate,heavy,succeeded,11494
mixed,8,1,hr.score_candidate,heavy,succeeded,14134
mixed,8,1,hr.score_candidate,heavy,succeeded,9855
mixed,8,1,hr.score_candidate,heavy,succeeded,10267
mixed,8,1,hr.score_candidate,heavy,succeeded,10703
mixed,8,1,hr.score_candidate,heavy,succeeded,11530
mixed,8,1,hr.score_candidate,heavy,succeeded,11065
mixed,8,1,hr.score_candidate,heavy,succeeded,11133
mixed,8,1,hr.score_candidate,heavy,succeeded,10615
mixed,8,1,hr.score_candidate,heavy,succeeded,10896
mixed,8,1,hr.score_candidate,heavy,succeeded,12303
mixed,8,1,hr.score_candidate,heavy,succeeded,14078
mixed,8,1,hr.score_candidate,heavy,succeeded,13020
mixed,8,1,hr.score_candidate,heavy,succeeded,30023
mixed,8,1,hr.score_candidate,heavy,succeeded,30442
mixed,8,1,hr.score_candidate,heavy,succeeded,25395
mixed,8,1,hr.score_candidate,heavy,succeeded,29957
mixed,8,1,hr.score_candidate,heavy,succeeded,29917
mixed,8,1,hr.score_candidate,heavy,succeeded,29484
mixed,8,1,hr.score_candidate,heavy,succeeded,22211
mixed,8,1,hr.score_candidate,heavy,succeeded,24647
mixed,8,1,hr.score_candidate,heavy,succeeded,11831
mixed,8,1,hr.score_candidate,heavy,succeeded,12070
mixed,8,1,hr.score_candidate,heavy,succeeded,11388
mixed,8,1,hr.score_candidate,heavy,succeeded,11791
mixed,8,1,hr.score_candidate,heavy,succeeded,10807
mixed,8,1,hr.score_candidate,heavy,succeeded,13860
mixed,8,1,hr.score_candidate,heavy,succeeded,9642
mixed,8,1,hr.score_candidate,heavy,succeeded,10549
mixed,8,1,hr.score_candidate,heavy,succeeded,12339
mixed,8,1,hr.score_candidate,heavy,succeeded,12000
mixed,8,1,hr.score_candidate,heavy,succeeded,11774
mixed,8,1,hr.score_candidate,heavy,succeeded,11939
mixed,8,1,hr.score_candidate,heavy,succeeded,10118
mixed,8,1,hr.score_candidate,heavy,succeeded,11176
mixed,8,1,hr.score_candidate,heavy,succeeded,13129
mixed,8,1,hr.score_candidate,heavy,succeeded,10003
mixed,8,1,hr.score_candidate,heavy,succeeded,11616
mixed,8,1,hr.score_candidate,heavy,succeeded,12347
mixed,8,1,hr.score_candidate,heavy,succeeded,11486
mixed,8,1,hr.score_candidate,heavy,succeeded,13301
mixed,8,1,hr.score_candidate,heavy,succeeded,10716
mixed,8,1,hr.rank_run,light,succeeded,112
hr-50,2,1,hr.extract_text,heavy,succeeded,212
hr-50,2,1,hr.extract_text,heavy,succeeded,256
hr-50,2,1,hr.extract_text,heavy,succeeded,88
hr-50,2,1,hr.extract_text,heavy,succeeded,43
hr-50,2,1,hr.extract_text,heavy,succeeded,39
hr-50,2,1,hr.extract_text,heavy,succeeded,82
hr-50,2,1,hr.extract_text,heavy,succeeded,41
hr-50,2,1,hr.extract_text,heavy,succeeded,49
hr-50,2,1,hr.extract_text,heavy,succeeded,35
hr-50,2,1,hr.extract_text,heavy,succeeded,84
hr-50,2,1,hr.extract_text,heavy,succeeded,41
hr-50,2,1,hr.extract_text,heavy,succeeded,39
hr-50,2,1,hr.extract_text,heavy,succeeded,25
hr-50,2,1,hr.extract_text,heavy,succeeded,69
hr-50,2,1,hr.extract_text,heavy,succeeded,42
hr-50,2,1,hr.extract_text,heavy,succeeded,45
hr-50,2,1,hr.extract_text,heavy,succeeded,90
hr-50,2,1,hr.extract_text,heavy,succeeded,25
hr-50,2,1,hr.extract_text,heavy,succeeded,24
hr-50,2,1,hr.extract_text,heavy,succeeded,25
hr-50,2,1,hr.extract_text,heavy,succeeded,62
hr-50,2,1,hr.extract_text,heavy,succeeded,54
hr-50,2,1,hr.extract_text,heavy,succeeded,32
hr-50,2,1,hr.extract_text,heavy,succeeded,95
hr-50,2,1,hr.extract_text,heavy,succeeded,64
hr-50,2,1,hr.extract_text,heavy,succeeded,58
hr-50,2,1,hr.extract_text,heavy,succeeded,27
hr-50,2,1,hr.extract_text,heavy,succeeded,71
hr-50,2,1,hr.extract_text,heavy,succeeded,52
hr-50,2,1,hr.extract_text,heavy,succeeded,69
hr-50,2,1,hr.extract_text,heavy,succeeded,83
hr-50,2,1,hr.extract_text,heavy,succeeded,26
hr-50,2,1,hr.extract_text,heavy,succeeded,31
hr-50,2,1,hr.extract_text,heavy,succeeded,28
hr-50,2,1,hr.extract_text,heavy,succeeded,41
hr-50,2,1,hr.extract_text,heavy,succeeded,30
hr-50,2,1,hr.extract_text,heavy,succeeded,38
hr-50,2,1,hr.extract_text,heavy,succeeded,83
hr-50,2,1,hr.extract_text,heavy,succeeded,85
hr-50,2,1,hr.extract_text,heavy,succeeded,90
hr-50,2,1,hr.extract_text,heavy,succeeded,65
hr-50,2,1,hr.extract_text,heavy,succeeded,84
hr-50,2,1,hr.extract_text,heavy,succeeded,31
hr-50,2,1,hr.extract_text,heavy,succeeded,32
hr-50,2,1,hr.extract_text,heavy,succeeded,39
hr-50,2,1,hr.extract_text,heavy,succeeded,33
hr-50,2,1,hr.extract_text,heavy,succeeded,35
hr-50,2,1,hr.extract_text,heavy,succeeded,35
hr-50,2,1,hr.extract_text,heavy,succeeded,45
hr-50,2,1,hr.extract_text,heavy,succeeded,35
hr-50,2,1,hr.score_candidate,heavy,succeeded,8670
hr-50,2,1,hr.score_candidate,heavy,succeeded,13610
hr-50,2,1,hr.score_candidate,heavy,succeeded,10929
hr-50,2,1,hr.score_candidate,heavy,succeeded,8239
hr-50,2,1,hr.score_candidate,heavy,succeeded,14350
hr-50,2,1,hr.score_candidate,heavy,succeeded,12766
hr-50,2,1,hr.score_candidate,heavy,succeeded,8902
hr-50,2,1,hr.score_candidate,heavy,succeeded,11084
hr-50,2,1,hr.score_candidate,heavy,succeeded,13197
hr-50,2,1,hr.score_candidate,heavy,succeeded,12946
hr-50,2,1,hr.score_candidate,heavy,succeeded,12019
hr-50,2,1,hr.score_candidate,heavy,succeeded,13767
hr-50,2,1,hr.score_candidate,heavy,succeeded,10344
hr-50,2,1,hr.score_candidate,heavy,succeeded,8594
hr-50,2,1,hr.score_candidate,heavy,succeeded,13541
hr-50,2,1,hr.score_candidate,heavy,succeeded,8726
hr-50,2,1,hr.score_candidate,heavy,succeeded,12282
hr-50,2,1,hr.score_candidate,heavy,succeeded,13377
hr-50,2,1,hr.score_candidate,heavy,succeeded,10954
hr-50,2,1,hr.score_candidate,heavy,succeeded,10459
hr-50,2,1,hr.score_candidate,heavy,succeeded,10948
hr-50,2,1,hr.score_candidate,heavy,succeeded,10353
hr-50,2,1,hr.score_candidate,heavy,succeeded,10445
hr-50,2,1,hr.score_candidate,heavy,succeeded,11696
hr-50,2,1,hr.score_candidate,heavy,succeeded,10433
hr-50,2,1,hr.score_candidate,heavy,succeeded,11940
hr-50,2,1,hr.score_candidate,heavy,succeeded,9842
hr-50,2,1,hr.score_candidate,heavy,succeeded,9503
hr-50,2,1,hr.score_candidate,heavy,succeeded,11540
hr-50,2,1,hr.score_candidate,heavy,succeeded,12137
hr-50,2,1,hr.score_candidate,heavy,succeeded,11812
hr-50,2,1,hr.score_candidate,heavy,succeeded,10876
hr-50,2,1,hr.score_candidate,heavy,succeeded,14119
hr-50,2,1,hr.score_candidate,heavy,succeeded,10965
hr-50,2,1,hr.score_candidate,heavy,succeeded,11538
hr-50,2,1,hr.score_candidate,heavy,succeeded,12164
hr-50,2,1,hr.score_candidate,heavy,succeeded,13401
hr-50,2,1,hr.score_candidate,heavy,succeeded,10881
hr-50,2,1,hr.score_candidate,heavy,succeeded,14665
hr-50,2,1,hr.score_candidate,heavy,succeeded,14959
hr-50,2,1,hr.score_candidate,heavy,succeeded,10452
hr-50,2,1,hr.score_candidate,heavy,succeeded,13185
hr-50,2,1,hr.score_candidate,heavy,succeeded,10973
hr-50,2,1,hr.score_candidate,heavy,succeeded,12921
hr-50,2,1,hr.score_candidate,heavy,succeeded,13240
hr-50,2,1,hr.score_candidate,heavy,succeeded,13417
hr-50,2,1,hr.score_candidate,heavy,succeeded,13962
hr-50,2,1,hr.score_candidate,heavy,succeeded,14930
hr-50,2,1,hr.score_candidate,heavy,succeeded,11871
hr-50,2,1,hr.score_candidate,heavy,succeeded,11922
hr-50,2,1,hr.rank_run,light,succeeded,76
hr-50,2,2,hr.extract_text,heavy,succeeded,222
hr-50,2,2,hr.extract_text,heavy,succeeded,276
hr-50,2,2,hr.extract_text,heavy,succeeded,70
hr-50,2,2,hr.extract_text,heavy,succeeded,44
hr-50,2,2,hr.extract_text,heavy,succeeded,67
hr-50,2,2,hr.extract_text,heavy,succeeded,33
hr-50,2,2,hr.extract_text,heavy,succeeded,34
hr-50,2,2,hr.extract_text,heavy,succeeded,41
hr-50,2,2,hr.extract_text,heavy,succeeded,36
hr-50,2,2,hr.extract_text,heavy,succeeded,83
hr-50,2,2,hr.extract_text,heavy,succeeded,41
hr-50,2,2,hr.extract_text,heavy,succeeded,29
hr-50,2,2,hr.extract_text,heavy,succeeded,45
hr-50,2,2,hr.extract_text,heavy,succeeded,62
hr-50,2,2,hr.extract_text,heavy,succeeded,40
hr-50,2,2,hr.extract_text,heavy,succeeded,46
hr-50,2,2,hr.extract_text,heavy,succeeded,77
hr-50,2,2,hr.extract_text,heavy,succeeded,26
hr-50,2,2,hr.extract_text,heavy,succeeded,30
hr-50,2,2,hr.extract_text,heavy,succeeded,55
hr-50,2,2,hr.extract_text,heavy,succeeded,27
hr-50,2,2,hr.extract_text,heavy,succeeded,47
hr-50,2,2,hr.extract_text,heavy,succeeded,27
hr-50,2,2,hr.extract_text,heavy,succeeded,97
hr-50,2,2,hr.extract_text,heavy,succeeded,52
hr-50,2,2,hr.extract_text,heavy,succeeded,52
hr-50,2,2,hr.extract_text,heavy,succeeded,27
hr-50,2,2,hr.extract_text,heavy,succeeded,68
hr-50,2,2,hr.extract_text,heavy,succeeded,50
hr-50,2,2,hr.extract_text,heavy,succeeded,73
hr-50,2,2,hr.extract_text,heavy,succeeded,75
hr-50,2,2,hr.extract_text,heavy,succeeded,27
hr-50,2,2,hr.extract_text,heavy,succeeded,38
hr-50,2,2,hr.extract_text,heavy,succeeded,27
hr-50,2,2,hr.extract_text,heavy,succeeded,36
hr-50,2,2,hr.extract_text,heavy,succeeded,31
hr-50,2,2,hr.extract_text,heavy,succeeded,96
hr-50,2,2,hr.extract_text,heavy,succeeded,49
hr-50,2,2,hr.extract_text,heavy,succeeded,97
hr-50,2,2,hr.extract_text,heavy,succeeded,68
hr-50,2,2,hr.extract_text,heavy,succeeded,66
hr-50,2,2,hr.extract_text,heavy,succeeded,87
hr-50,2,2,hr.extract_text,heavy,succeeded,42
hr-50,2,2,hr.extract_text,heavy,succeeded,31
hr-50,2,2,hr.extract_text,heavy,succeeded,27
hr-50,2,2,hr.extract_text,heavy,succeeded,37
hr-50,2,2,hr.extract_text,heavy,succeeded,28
hr-50,2,2,hr.extract_text,heavy,succeeded,31
hr-50,2,2,hr.extract_text,heavy,succeeded,35
hr-50,2,2,hr.extract_text,heavy,succeeded,45
hr-50,2,2,hr.score_candidate,heavy,succeeded,13143
hr-50,2,2,hr.score_candidate,heavy,succeeded,10642
hr-50,2,2,hr.score_candidate,heavy,succeeded,11641
hr-50,2,2,hr.score_candidate,heavy,succeeded,10407
hr-50,2,2,hr.score_candidate,heavy,succeeded,13758
hr-50,2,2,hr.score_candidate,heavy,succeeded,11562
hr-50,2,2,hr.score_candidate,heavy,succeeded,10207
hr-50,2,2,hr.score_candidate,heavy,succeeded,12550
hr-50,2,2,hr.score_candidate,heavy,succeeded,11154
hr-50,2,2,hr.score_candidate,heavy,succeeded,10751
hr-50,2,2,hr.score_candidate,heavy,succeeded,12700
hr-50,2,2,hr.score_candidate,heavy,succeeded,13227
hr-50,2,2,hr.score_candidate,heavy,succeeded,11214
hr-50,2,2,hr.score_candidate,heavy,succeeded,11511
hr-50,2,2,hr.score_candidate,heavy,succeeded,9007
hr-50,2,2,hr.score_candidate,heavy,succeeded,10909
hr-50,2,2,hr.score_candidate,heavy,succeeded,12743
hr-50,2,2,hr.score_candidate,heavy,succeeded,18474
hr-50,2,2,hr.score_candidate,heavy,succeeded,10087
hr-50,2,2,hr.score_candidate,heavy,succeeded,15448
hr-50,2,2,hr.score_candidate,heavy,succeeded,12121
hr-50,2,2,hr.score_candidate,heavy,succeeded,9459
hr-50,2,2,hr.score_candidate,heavy,succeeded,8768
hr-50,2,2,hr.score_candidate,heavy,succeeded,10107
hr-50,2,2,hr.score_candidate,heavy,succeeded,14235
hr-50,2,2,hr.score_candidate,heavy,succeeded,11423
hr-50,2,2,hr.score_candidate,heavy,succeeded,12678
hr-50,2,2,hr.score_candidate,heavy,succeeded,19000
hr-50,2,2,hr.score_candidate,heavy,succeeded,15267
hr-50,2,2,hr.score_candidate,heavy,succeeded,13407
hr-50,2,2,hr.score_candidate,heavy,succeeded,20561
hr-50,2,2,hr.score_candidate,heavy,succeeded,12086
hr-50,2,2,hr.score_candidate,heavy,succeeded,11877
hr-50,2,2,hr.score_candidate,heavy,succeeded,9320
hr-50,2,2,hr.score_candidate,heavy,succeeded,10085
hr-50,2,2,hr.score_candidate,heavy,succeeded,10616
hr-50,2,2,hr.score_candidate,heavy,succeeded,11358
hr-50,2,2,hr.score_candidate,heavy,succeeded,10851
hr-50,2,2,hr.score_candidate,heavy,succeeded,11502
hr-50,2,2,hr.score_candidate,heavy,succeeded,11818
hr-50,2,2,hr.score_candidate,heavy,succeeded,9746
hr-50,2,2,hr.score_candidate,heavy,succeeded,9822
hr-50,2,2,hr.score_candidate,heavy,succeeded,10631
hr-50,2,2,hr.score_candidate,heavy,succeeded,9525
hr-50,2,2,hr.score_candidate,heavy,succeeded,9765
hr-50,2,2,hr.score_candidate,heavy,succeeded,12053
hr-50,2,2,hr.score_candidate,heavy,succeeded,15394
hr-50,2,2,hr.score_candidate,heavy,succeeded,12390
hr-50,2,2,hr.score_candidate,heavy,succeeded,11069
hr-50,2,2,hr.score_candidate,heavy,succeeded,11198
hr-50,2,2,hr.rank_run,light,succeeded,82
hr-50,2,3,hr.extract_text,heavy,succeeded,211
hr-50,2,3,hr.extract_text,heavy,succeeded,232
hr-50,2,3,hr.extract_text,heavy,succeeded,69
hr-50,2,3,hr.extract_text,heavy,succeeded,43
hr-50,2,3,hr.extract_text,heavy,succeeded,80
hr-50,2,3,hr.extract_text,heavy,succeeded,36
hr-50,2,3,hr.extract_text,heavy,succeeded,31
hr-50,2,3,hr.extract_text,heavy,succeeded,30
hr-50,2,3,hr.extract_text,heavy,succeeded,30
hr-50,2,3,hr.extract_text,heavy,succeeded,36
hr-50,2,3,hr.extract_text,heavy,succeeded,83
hr-50,2,3,hr.extract_text,heavy,succeeded,35
hr-50,2,3,hr.extract_text,heavy,succeeded,41
hr-50,2,3,hr.extract_text,heavy,succeeded,58
hr-50,2,3,hr.extract_text,heavy,succeeded,47
hr-50,2,3,hr.extract_text,heavy,succeeded,47
hr-50,2,3,hr.extract_text,heavy,succeeded,78
hr-50,2,3,hr.extract_text,heavy,succeeded,26
hr-50,2,3,hr.extract_text,heavy,succeeded,27
hr-50,2,3,hr.extract_text,heavy,succeeded,26
hr-50,2,3,hr.extract_text,heavy,succeeded,60
hr-50,2,3,hr.extract_text,heavy,succeeded,47
hr-50,2,3,hr.extract_text,heavy,succeeded,30
hr-50,2,3,hr.extract_text,heavy,succeeded,103
hr-50,2,3,hr.extract_text,heavy,succeeded,54
hr-50,2,3,hr.extract_text,heavy,succeeded,50
hr-50,2,3,hr.extract_text,heavy,succeeded,28
hr-50,2,3,hr.extract_text,heavy,succeeded,66
hr-50,2,3,hr.extract_text,heavy,succeeded,56
hr-50,2,3,hr.extract_text,heavy,succeeded,91
hr-50,2,3,hr.extract_text,heavy,succeeded,86
hr-50,2,3,hr.extract_text,heavy,succeeded,35
hr-50,2,3,hr.extract_text,heavy,succeeded,32
hr-50,2,3,hr.extract_text,heavy,succeeded,43
hr-50,2,3,hr.extract_text,heavy,succeeded,29
hr-50,2,3,hr.extract_text,heavy,succeeded,29
hr-50,2,3,hr.extract_text,heavy,succeeded,35
hr-50,2,3,hr.extract_text,heavy,succeeded,62
hr-50,2,3,hr.extract_text,heavy,succeeded,67
hr-50,2,3,hr.extract_text,heavy,succeeded,76
hr-50,2,3,hr.extract_text,heavy,succeeded,55
hr-50,2,3,hr.extract_text,heavy,succeeded,70
hr-50,2,3,hr.extract_text,heavy,succeeded,36
hr-50,2,3,hr.extract_text,heavy,succeeded,28
hr-50,2,3,hr.extract_text,heavy,succeeded,27
hr-50,2,3,hr.extract_text,heavy,succeeded,27
hr-50,2,3,hr.extract_text,heavy,succeeded,24
hr-50,2,3,hr.extract_text,heavy,succeeded,28
hr-50,2,3,hr.extract_text,heavy,succeeded,34
hr-50,2,3,hr.extract_text,heavy,succeeded,35
hr-50,2,3,hr.score_candidate,heavy,succeeded,10882
hr-50,2,3,hr.score_candidate,heavy,succeeded,17005
hr-50,2,3,hr.score_candidate,heavy,succeeded,9546
hr-50,2,3,hr.score_candidate,heavy,succeeded,12258
hr-50,2,3,hr.score_candidate,heavy,succeeded,13629
hr-50,2,3,hr.score_candidate,heavy,succeeded,11949
hr-50,2,3,hr.score_candidate,heavy,succeeded,9310
hr-50,2,3,hr.score_candidate,heavy,succeeded,13042
hr-50,2,3,hr.score_candidate,heavy,succeeded,12370
hr-50,2,3,hr.score_candidate,heavy,succeeded,9991
hr-50,2,3,hr.score_candidate,heavy,succeeded,16266
hr-50,2,3,hr.score_candidate,heavy,succeeded,13050
hr-50,2,3,hr.score_candidate,heavy,succeeded,10810
hr-50,2,3,hr.score_candidate,heavy,succeeded,12503
hr-50,2,3,hr.score_candidate,heavy,succeeded,8589
hr-50,2,3,hr.score_candidate,heavy,succeeded,8498
hr-50,2,3,hr.score_candidate,heavy,succeeded,13925
hr-50,2,3,hr.score_candidate,heavy,succeeded,10488
hr-50,2,3,hr.score_candidate,heavy,succeeded,11927
hr-50,2,3,hr.score_candidate,heavy,succeeded,10542
hr-50,2,3,hr.score_candidate,heavy,succeeded,10133
hr-50,2,3,hr.score_candidate,heavy,succeeded,9806
hr-50,2,3,hr.score_candidate,heavy,succeeded,10680
hr-50,2,3,hr.score_candidate,heavy,succeeded,10499
hr-50,2,3,hr.score_candidate,heavy,succeeded,14930
hr-50,2,3,hr.score_candidate,heavy,succeeded,12704
hr-50,2,3,hr.score_candidate,heavy,succeeded,13573
hr-50,2,3,hr.score_candidate,heavy,succeeded,11662
hr-50,2,3,hr.score_candidate,heavy,succeeded,10142
hr-50,2,3,hr.score_candidate,heavy,succeeded,13334
hr-50,2,3,hr.score_candidate,heavy,succeeded,14405
hr-50,2,3,hr.score_candidate,heavy,succeeded,14180
hr-50,2,3,hr.score_candidate,heavy,succeeded,14578
hr-50,2,3,hr.score_candidate,heavy,succeeded,10417
hr-50,2,3,hr.score_candidate,heavy,succeeded,11618
